account_id,txn_velocity,amount_zscore_max,account_age_days,merchant_category_entropy,is_fraud_individual
acc_00000,0.0,0.0,0.7528587962962963,-0.0,False
acc_00001,0.0,0.0,0.7528472222222222,-0.0,False
acc_00002,0.0,0.0,0.7520601851851851,-0.0,False
acc_00003,20.168381082805524,2.6346066196438214,0.751712962962963,0.35335933502142136,False
acc_00004,0.0,0.0,0.7516319444444445,-0.0,False
acc_00005,0.0,0.0,0.7515856481481481,-0.0,False
acc_00006,0.0,0.0,0.7514467592592593,-0.0,False
acc_00007,31.76927627056322,2.4973984793269173,0.7513657407407407,0.2580186686648155,False
acc_00008,10.162713193491472,1.1370953330581397,0.7512962962962964,1.584962500721156,False
acc_00009,6.691657114532669,1.4364475625288495,0.7512847222222222,-0.0,False
acc_00010,0.0,0.0,0.7511342592592593,-0.0,False
acc_00011,16.942283809399306,2.0619506991297674,0.7510648148148148,-0.0,False
acc_00012,0.0,0.0,0.7509606481481481,-0.0,False
acc_00013,6.900076667518528,1.1530448610056303,0.7507175925925926,0.9709505944546686,False
acc_00014,0.0,0.0,0.7505902777777778,-0.0,False
acc_00015,0.0,0.0,0.7503356481481481,-0.0,False
acc_00016,0.0,0.0,0.7503125,-0.0,False
acc_00017,0.0,0.0,0.7497569444444444,-0.0,False
acc_00018,0.0,0.0,0.7490972222222222,-0.0,False
acc_00019,0.0,0.0,0.7490393518518519,-0.0,False
acc_00020,0.0,0.0,0.7486805555555556,-0.0,False
acc_00021,3.264874260774274,0.7071067811865477,0.7485879629629629,-0.0,False
acc_00022,43.89128778257557,0.7071067811865475,0.7483912037037037,-0.0,False
acc_00023,0.0,0.0,0.7481365740740741,-0.0,False
acc_00024,5.846034135697008,0.8660254037844387,0.7479861111111111,-0.0,False
acc_00025,6.418304052297293,1.269313881937029,0.7465625,-0.0,False
acc_00026,40.91877811982003,0.7071067811865477,0.746550925925926,-0.0,False
acc_00027,0.0,0.0,0.7462384259259259,-0.0,False
acc_00028,48.0,0.7071067811865476,0.7462268518518519,-0.0,False
acc_00029,0.0,0.0,0.7461574074074074,-0.0,False
acc_00030,0.0,0.0,0.7459837962962963,-0.0,False
acc_00031,0.0,0.0,0.7459375,-0.0,False
acc_00032,48.0,0.7071067811865476,0.7458217592592593,-0.0,False
acc_00033,0.0,0.0,0.745011574074074,-0.0,False
acc_00034,0.0,0.0,0.7443518518518518,-0.0,False
acc_00035,0.0,0.0,0.7442939814814815,-0.0,False
acc_00036,14.932361305324683,1.4836423346670329,0.7441898148148148,0.4394969869215134,False
acc_00037,7.038581856100105,1.5938681720781203,0.7440509259259259,1.3709505944546687,False
acc_00038,0.0,0.0,0.7439236111111112,-0.0,False
acc_00039,23.225806451612904,0.7071067811865475,0.7435763888888889,-0.0,False
acc_00040,48.0,0.7071067811865496,0.7434953703703704,-0.0,False
acc_00041,48.0,0.7071067811865476,0.7433680555555555,-0.0,False
acc_00042,0.0,0.0,0.7432175925925926,-0.0,False
acc_00043,0.0,0.0,0.7430439814814814,-0.0,False
acc_00044,0.0,0.0,0.7428356481481482,-0.0,False
acc_00045,27.024068310839343,2.257035313970397,0.7427314814814815,0.28639695711595625,False
acc_00046,18.914185639229423,2.811575687035474,0.7426157407407408,0.74959525725948,False
acc_00047,0.0,0.0,0.7426157407407408,-0.0,False
acc_00048,73.99770534718743,4.2080487241579885,0.7422453703703704,-0.0,False
acc_00049,26.949469744229567,0.7071067811865476,0.7422453703703704,-0.0,False
acc_00050,0.0,0.0,0.7422222222222222,-0.0,False
acc_00051,0.0,0.0,0.7420601851851852,-0.0,False
acc_00052,5.436355628264016,1.1766568475440715,0.741875,-0.0,False
acc_00053,6.058162567707329,1.4766709239468152,0.7412731481481482,-0.0,False
acc_00054,0.0,0.0,0.7411342592592592,-0.0,False
acc_00055,48.0,0.7071067811865475,0.7408217592592593,-0.0,False
acc_00056,0.0,0.0,0.7407638888888889,-0.0,False
acc_00057,3.2730372194336583,0.7071067811865477,0.7397569444444444,1.0,False
acc_00058,0.0,0.0,0.7394675925925925,-0.0,False
acc_00059,0.0,0.0,0.7391898148148148,-0.0,False
acc_00060,6.854966677245319,1.7797109162126548,0.7389583333333334,-0.0,False
acc_00061,0.0,0.0,0.7389236111111112,-0.0,False
acc_00062,48.0,0.7071067811865475,0.7388425925925926,-0.0,False
acc_00063,38.12699190978181,4.163356041289099,0.7383912037037037,-0.0,False
acc_00064,0.0,0.0,0.738275462962963,-0.0,False
acc_00065,0.0,0.0,0.7382291666666667,-0.0,False
acc_00066,2.9139966273187183,0.7071067811865477,0.7381944444444445,-0.0,False
acc_00067,0.0,0.0,0.7374074074074074,-0.0,False
acc_00068,0.0,0.0,0.7373958333333334,-0.0,False
acc_00069,9.561148349563679,1.423590678793626,0.7372106481481482,-0.0,False
acc_00070,5.138676870006542,1.15301279003984,0.7368055555555556,-0.0,False
acc_00071,0.0,0.0,0.7363657407407408,-0.0,False
acc_00072,14.090594039222081,1.4999943683569505,0.7362037037037037,-0.0,True
